CPF,Nome do Operador,Matrícula do Operador,Tipo de Atendimento,Canal de Atendimento,Tempo Médio de Atendimento (TMA) em minutos,Satisfação do Cliente (1-5),Protocolo,Data/Hora do Atendimento,Tempo de Espera em minutos,Produto/Serviço Relacionado,Resolução no Primeiro Contato?,Encaminhamento para Outro Setor,Tempo de Pós-Atendimento (minutos),Status do Atendimento
469.520.873-38,Dr. Ian Porto,SAC-9580,Dúvida,E-mail,11.6,3,PROTO-2025-02-8059,24/02/2025 11:25,6.6,Planos,Não,Nenhum,1.7,Pendente
103.278.459-88,Noah Ferreira,SAC-3625,Elogio,E-mail,14.0,5,PROTO-2025-01-1603,05/03/2025 16:05,8.3,Internet,Sim,Nenhum,3.2,Finalizado
314.587.920-05,Kamilly Mendonça,SAC-2139,Reclamação,Telefone,3.4,2,PROTO-2025-04-7560,06/01/2025 06:28,5.5,TV por Assinatura,Não,Técnico,2.1,Pendente
209.513.748-50,Davi Lucas Nascimento,SAC-6217,Solicitação,Telefone,5.3,1,PROTO-2025-03-8421,24/02/2025 05:33,1.5,Planos,Não,Comercial,3.1,Reaberto
380.946.271-31,Eduarda Cavalcanti,SAC-1868,Solicitação,WhatsApp,8.9,3,PROTO-2025-01-8498,07/01/2025 06:08,9.8,Telefonia,Sim,Técnico,4.0,Pendente
519.036.284-15,Sophie Albuquerque,SAC-8429,Dúvida,WhatsApp,7.0,2,PROTO-2025-03-2737,31/03/2025 04:50,8.1,TV por Assinatura,Sim,Financeiro,3.5,Reaberto
914.807.562-02,Lavínia Abreu,SAC-8470,Reclamação,WhatsApp,10.4,1,PROTO-2025-01-1135,27/01/2025 19:45,5.5,Telefonia,Sim,Técnico,4.0,Reaberto
483.529.167-00,Sra. Ana Vitória Moraes,SAC-1642,Dúvida,Telefone,14.9,4,PROTO-2025-03-3093,08/01/2025 05:24,8.7,Telefonia,Sim,Nenhum,0.7,Pendente
592.701.863-77,Bryan Santos,SAC-1036,Solicitação,WhatsApp,10.1,3,PROTO-2025-04-6855,04/03/2025 13:53,6.3,Planos,Sim,Comercial,1.4,Reaberto
285.140.397-41,Apollo Cirino,SAC-1526,Elogio,E-mail,9.8,4,PROTO-2025-02-9324,31/01/2025 22:18,9.6,Planos,Não,Nenhum,3.0,Pendente
509.216.437-99,Srta. Giovanna Viana,SAC-4604,Dúvida,WhatsApp,11.8,1,PROTO-2025-02-2455,26/02/2025 08:52,7.0,Internet,Sim,Técnico,4.1,Pendente
920.571.834-32,Henrique Santos,SAC-2702,Reclamação,Telefone,11.0,4,PROTO-2025-02-5374,16/03/2025 21:49,8.5,TV por Assinatura,Não,Técnico,4.7,Reaberto
769.543.180-00,Kaique Souza,SAC-5088,Solicitação,Telefone,7.2,4,PROTO-2025-01-7931,15/02/2025 05:39,1.2,Internet,Não,Técnico,1.1,Reaberto
498.261.753-82,Anna Liz Martins,SAC-2444,Reclamação,Chat,12.1,3,PROTO-2025-01-9359,16/01/2025 15:41,6.5,Planos,Não,Financeiro,1.9,Pendente
754.982.306-56,Ana Cecília Nogueira,SAC-2005,Dúvida,Chat,13.0,2,PROTO-2025-03-8712,26/01/2025 08:57,6.4,Internet,Sim,Comercial,2.2,Reaberto
237.609.451-80,Camila Aragão,SAC-8053,Solicitação,Chat,13.5,4,PROTO-2025-01-8930,11/02/2025 01:44,8.1,TV por Assinatura,Não,Técnico,3.8,Pendente
681.392.407-96,Dra. Sophie Rios,SAC-6215,Reclamação,Chat,10.6,1,PROTO-2025-04-7338,01/03/2025 19:30,3.6,TV por Assinatura,Sim,Financeiro,2.1,Reaberto
389.652.417-82,Clara Cardoso,SAC-7248,Elogio,WhatsApp,7.9,3,PROTO-2025-02-5684,13/01/2025 09:50,7.7,Internet,Sim,Financeiro,4.2,Finalizado
623.179.580-21,Maria Liz Nogueira,SAC-9855,Elogio,E-mail,5.7,3,PROTO-2025-03-9968,02/01/2025 12:26,6.1,TV por Assinatura,Sim,Financeiro,4.8,Pendente
941.602.837-13,Liam Rezende,SAC-9476,Elogio,WhatsApp,11.8,1,PROTO-2025-03-1060,18/03/2025 20:30,9.8,Planos,Sim,Técnico,4.4,Finalizado
378.450.629-10,Dra. Beatriz Fonseca,SAC-3786,Reclamação,Telefone,13.4,5,PROTO-2025-02-4695,19/03/2025 06:13,4.2,Planos,Sim,Comercial,0.6,Pendente
609.214.835-89,Samuel Teixeira,SAC-3533,Solicitação,Chat,5.2,1,PROTO-2025-04-6501,02/04/2025 05:46,9.2,Internet,Não,Técnico,1.5,Pendente
619.384.520-89,Sr. Bento da Rocha,SAC-4817,Solicitação,Chat,9.7,4,PROTO-2025-03-4577,05/04/2025 22:43,2.4,TV por Assinatura,Não,Comercial,1.8,Pendente
093.587.416-00,Letícia Garcia,SAC-5068,Solicitação,E-mail,4.6,5,PROTO-2025-01-7364,18/01/2025 02:55,5.3,TV por Assinatura,Não,Nenhum,2.1,Pendente
028.136.475-35,Rebeca Jesus,SAC-7538,Reclamação,E-mail,12.5,1,PROTO-2025-03-3623,20/02/2025 01:16,2.5,Telefonia,Não,Nenhum,3.5,Finalizado
162.784.039-78,Kevin Silveira,SAC-7210,Reclamação,WhatsApp,6.1,3,PROTO-2025-02-2118,02/02/2025 01:48,6.7,TV por Assinatura,Não,Comercial,2.2,Pendente
108.342.965-51,Isabelly Pinto,SAC-5789,Elogio,Telefone,8.7,1,PROTO-2025-02-6907,04/04/2025 14:08,6.5,Planos,Sim,Nenhum,3.3,Pendente
570.942.681-49,Sr. Otávio Teixeira,SAC-7617,Reclamação,E-mail,3.5,1,PROTO-2025-02-4738,02/03/2025 16:10,5.8,Telefonia,Sim,Nenhum,0.6,Reaberto
243.065.789-92,João Vitor Fogaça,SAC-1344,Reclamação,E-mail,8.6,3,PROTO-2025-01-1605,13/04/2025 08:04,4.9,Planos,Sim,Técnico,3.5,Finalizado
914.067.582-30,Sr. Bernardo Ramos,SAC-6636,Reclamação,Telefone,10.5,3,PROTO-2025-02-4527,03/03/2025 23:56,2.2,Telefonia,Não,Comercial,4.2,Finalizado
023.491.857-88,Ísis Casa Grande,SAC-2691,Elogio,Telefone,7.1,1,PROTO-2025-03-8982,02/02/2025 21:18,6.4,Planos,Não,Nenhum,0.7,Pendente
017.253.486-08,Antony Novaes,SAC-2645,Dúvida,Chat,12.0,3,PROTO-2025-04-9344,24/01/2025 07:47,1.6,TV por Assinatura,Sim,Comercial,4.3,Finalizado
416.879.302-87,Emanuella Souza,SAC-1219,Reclamação,E-mail,4.4,5,PROTO-2025-03-5848,12/02/2025 04:20,5.2,TV por Assinatura,Não,Financeiro,3.4,Reaberto
906.735.418-00,João Miguel Melo,SAC-7956,Elogio,E-mail,10.3,1,PROTO-2025-03-5044,28/03/2025 13:42,9.6,Internet,Não,Comercial,1.9,Pendente
936.472.051-25,Gael Dias,SAC-1190,Elogio,WhatsApp,3.1,3,PROTO-2025-01-6206,15/02/2025 18:12,4.3,TV por Assinatura,Sim,Nenhum,2.0,Finalizado
154.692.378-00,José Miguel Marques,SAC-6170,Elogio,WhatsApp,5.0,5,PROTO-2025-03-5285,10/03/2025 02:23,9.9,Planos,Sim,Comercial,0.7,Reaberto
543.617.920-70,Maysa Marques,SAC-3990,Dúvida,WhatsApp,9.2,2,PROTO-2025-03-6157,01/01/2025 21:28,3.6,Telefonia,Não,Comercial,2.6,Pendente
648.912.057-76,Calebe Rocha,SAC-3637,Solicitação,Chat,4.2,3,PROTO-2025-03-3895,19/01/2025 16:23,2.9,Telefonia,Sim,Financeiro,3.7,Finalizado
543.160.928-98,Maria Clara Costela,SAC-9804,Solicitação,WhatsApp,7.2,4,PROTO-2025-03-6863,22/03/2025 06:09,5.0,TV por Assinatura,Não,Nenhum,3.2,Pendente
876.103.295-68,Isadora Vieira,SAC-6487,Reclamação,E-mail,4.8,5,PROTO-2025-04-7799,29/01/2025 01:15,1.5,Internet,Sim,Técnico,1.4,Pendente
610.259.438-05,Benicio Fernandes,SAC-1101,Elogio,WhatsApp,3.8,2,PROTO-2025-04-4551,25/02/2025 10:58,3.3,Telefonia,Não,Nenhum,1.1,Reaberto
849.237.156-00,Guilherme Dias,SAC-9333,Dúvida,E-mail,3.4,5,PROTO-2025-03-9327,01/03/2025 09:01,4.4,Internet,Não,Nenhum,4.6,Finalizado
423.051.968-06,Lucca da Cunha,SAC-1702,Solicitação,E-mail,14.7,4,PROTO-2025-03-8498,02/03/2025 15:15,7.7,TV por Assinatura,Sim,Nenhum,3.6,Finalizado
190.356.482-42,Dr. Luiz Fernando Peixoto,SAC-4717,Reclamação,WhatsApp,3.2,3,PROTO-2025-02-9097,31/01/2025 10:09,5.9,Planos,Sim,Técnico,3.1,Finalizado
264.917.583-46,Sr. Asafe Silva,SAC-9973,Reclamação,Chat,10.8,5,PROTO-2025-03-3633,24/03/2025 12:15,3.9,Planos,Não,Financeiro,3.9,Reaberto
320.695.178-02,Heloisa Borges,SAC-1833,Solicitação,E-mail,12.1,5,PROTO-2025-01-6315,08/02/2025 02:41,5.2,Telefonia,Não,Técnico,1.1,Reaberto
527.014.689-49,Cecilia Andrade,SAC-3395,Reclamação,Telefone,6.4,4,PROTO-2025-03-1758,17/02/2025 14:22,8.8,Telefonia,Não,Financeiro,2.7,Finalizado
731.960.284-96,Maria Liz Teixeira,SAC-6270,Dúvida,Telefone,9.6,2,PROTO-2025-02-7626,27/01/2025 07:04,2.0,Planos,Sim,Comercial,2.7,Reaberto
704.936.128-31,Emanuelly Rodrigues,SAC-4441,Solicitação,Telefone,11.7,2,PROTO-2025-01-5516,12/03/2025 21:50,7.7,Internet,Não,Comercial,4.4,Reaberto
170.839.462-13,Srta. Caroline Fernandes,SAC-5772,Reclamação,E-mail,4.9,1,PROTO-2025-03-9537,25/03/2025 21:47,2.0,Planos,Sim,Nenhum,3.9,Reaberto
891.637.042-69,Nicolas da Rosa,SAC-9485,Solicitação,Chat,4.4,2,PROTO-2025-02-4804,12/02/2025 04:33,7.0,Telefonia,Sim,Técnico,0.8,Finalizado
250.891.746-01,Ana Sophia Pimenta,SAC-5796,Dúvida,WhatsApp,7.9,1,PROTO-2025-01-6287,25/03/2025 01:07,3.8,TV por Assinatura,Não,Técnico,1.0,Pendente
539.640.782-47,Davi Luiz Azevedo,SAC-5617,Elogio,Chat,10.0,1,PROTO-2025-01-3668,10/04/2025 23:28,6.4,Planos,Não,Nenhum,0.8,Finalizado
650.128.349-33,Felipe Moura,SAC-1296,Elogio,Chat,6.6,2,PROTO-2025-01-8839,02/04/2025 09:58,1.5,TV por Assinatura,Não,Técnico,4.2,Finalizado
821.379.460-50,Ana Lívia Ribeiro,SAC-2772,Reclamação,Chat,10.6,4,PROTO-2025-03-2343,17/01/2025 19:16,2.4,Planos,Sim,Financeiro,0.7,Reaberto
865.234.901-06,Luiza Moura,SAC-3250,Dúvida,WhatsApp,4.1,1,PROTO-2025-03-4668,18/03/2025 09:43,4.5,Telefonia,Não,Financeiro,4.0,Finalizado
354.217.906-06,Valentina Oliveira,SAC-9472,Dúvida,Chat,8.3,5,PROTO-2025-04-7535,12/04/2025 00:58,6.4,Telefonia,Não,Comercial,0.8,Reaberto
694.031.752-06,Dr. Théo Caldeira,SAC-6451,Dúvida,Chat,11.6,5,PROTO-2025-02-9734,14/01/2025 02:31,7.8,Internet,Não,Nenhum,2.9,Pendente
857.216.403-08,Isis Gomes,SAC-2513,Dúvida,Telefone,7.1,2,PROTO-2025-03-5090,26/02/2025 12:48,7.0,Planos,Sim,Nenhum,2.1,Pendente
418.650.927-11,Vitor Gabriel Abreu,SAC-1112,Solicitação,Telefone,8.7,4,PROTO-2025-03-1673,02/01/2025 06:38,9.8,Internet,Sim,Técnico,4.4,Pendente
134.075.289-14,Mariane Nunes,SAC-5792,Dúvida,Chat,6.8,1,PROTO-2025-02-2195,21/01/2025 13:20,7.7,Telefonia,Não,Financeiro,4.1,Finalizado
715.486.032-44,Dr. Benício Melo,SAC-8137,Reclamação,Chat,13.6,5,PROTO-2025-01-8555,31/01/2025 16:07,5.3,TV por Assinatura,Não,Comercial,4.1,Pendente
124.765.039-16,Dra. Ayla Cavalcante,SAC-8128,Dúvida,WhatsApp,9.4,2,PROTO-2025-03-1248,13/04/2025 11:10,4.3,Planos,Não,Técnico,3.0,Reaberto
085.634.297-10,Sophie da Rocha,SAC-5088,Solicitação,E-mail,3.7,4,PROTO-2025-01-6414,11/01/2025 11:25,1.6,Planos,Não,Financeiro,1.8,Reaberto
872.913.405-60,Ágatha Fogaça,SAC-7245,Solicitação,WhatsApp,5.8,2,PROTO-2025-01-5958,07/02/2025 02:08,8.5,Internet,Não,Nenhum,3.1,Finalizado
408.269.371-87,Srta. Stella Viana,SAC-8835,Elogio,Telefone,10.3,5,PROTO-2025-03-6589,06/03/2025 23:46,5.1,Planos,Não,Comercial,4.9,Pendente
305.927.618-86,Maria Luiza Carvalho,SAC-7608,Solicitação,Telefone,5.3,1,PROTO-2025-04-5529,15/02/2025 07:50,3.3,Planos,Não,Financeiro,1.8,Finalizado
637.089.142-87,Thiago Siqueira,SAC-9362,Dúvida,Chat,11.8,1,PROTO-2025-02-3990,20/02/2025 21:09,0.5,Planos,Sim,Financeiro,2.2,Finalizado
809.461.732-22,Ana Liz Albuquerque,SAC-7857,Elogio,Chat,5.1,5,PROTO-2025-01-7659,18/04/2025 08:52,4.7,TV por Assinatura,Não,Financeiro,3.7,Finalizado
450.976.831-10,Dante Correia,SAC-6258,Elogio,Telefone,13.0,1,PROTO-2025-01-9483,16/01/2025 02:47,4.8,Planos,Não,Técnico,3.1,Finalizado
785.913.042-41,André Camargo,SAC-2653,Elogio,Chat,9.4,3,PROTO-2025-03-9541,22/02/2025 11:37,6.8,Telefonia,Sim,Nenhum,3.9,Finalizado
928.543.071-60,Srta. Maria Flor Ramos,SAC-7112,Dúvida,Chat,6.4,2,PROTO-2025-01-3614,08/02/2025 21:04,2.7,Internet,Sim,Técnico,3.3,Reaberto
601.734.829-96,Pedro Lucas Macedo,SAC-4790,Elogio,Chat,14.1,2,PROTO-2025-03-5006,14/04/2025 03:13,7.8,TV por Assinatura,Sim,Técnico,2.3,Finalizado
740.291.538-79,Yago Siqueira,SAC-2855,Solicitação,Chat,4.0,1,PROTO-2025-03-9705,24/02/2025 04:44,4.7,TV por Assinatura,Não,Comercial,3.3,Pendente
591.034.682-24,Emilly Teixeira,SAC-5623,Elogio,E-mail,11.0,4,PROTO-2025-02-4051,18/02/2025 01:41,3.1,Internet,Não,Financeiro,0.9,Reaberto
127.986.453-28,João Lucas Pires,SAC-8935,Dúvida,Chat,10.2,1,PROTO-2025-03-9638,26/02/2025 11:33,3.5,Telefonia,Não,Comercial,2.1,Reaberto
163.290.854-98,Leandro Aragão,SAC-5601,Elogio,WhatsApp,9.1,1,PROTO-2025-03-3320,27/01/2025 21:29,9.2,TV por Assinatura,Não,Financeiro,3.8,Pendente
645.098.312-42,Luigi Castro,SAC-3783,Elogio,E-mail,9.4,5,PROTO-2025-02-5337,03/03/2025 03:01,3.1,Telefonia,Sim,Nenhum,1.0,Finalizado
602.975.418-11,Anthony Pereira,SAC-2239,Solicitação,Telefone,12.9,4,PROTO-2025-02-6496,22/01/2025 01:01,0.6,Internet,Sim,Financeiro,3.4,Finalizado
189.463.527-28,Gabriel Sampaio,SAC-2925,Solicitação,WhatsApp,7.8,3,PROTO-2025-01-5123,20/02/2025 10:33,2.2,Planos,Sim,Comercial,0.8,Pendente
280.451.369-60,Cecilia Pastor,SAC-3498,Solicitação,WhatsApp,10.3,4,PROTO-2025-02-3232,05/04/2025 07:54,1.4,TV por Assinatura,Sim,Nenhum,3.1,Pendente
143.698.072-04,Maria Flor Pacheco,SAC-2737,Elogio,WhatsApp,6.9,2,PROTO-2025-03-7379,08/01/2025 07:01,6.3,TV por Assinatura,Sim,Técnico,4.6,Pendente
467.839.015-48,Eduardo Montenegro,SAC-2794,Solicitação,E-mail,7.7,3,PROTO-2025-01-5177,16/03/2025 09:16,6.1,Internet,Não,Técnico,4.4,Pendente
087.436.129-03,Alexandre Fernandes,SAC-3996,Solicitação,WhatsApp,13.0,4,PROTO-2025-03-6650,27/03/2025 18:50,1.3,Internet,Sim,Nenhum,1.2,Reaberto
982.015.734-04,André Vieira,SAC-8384,Solicitação,Telefone,9.3,4,PROTO-2025-03-4995,16/01/2025 22:28,3.5,Telefonia,Sim,Comercial,3.2,Finalizado
738.016.529-12,Antony Rezende,SAC-3930,Dúvida,E-mail,8.8,1,PROTO-2025-04-1143,27/02/2025 21:21,9.8,TV por Assinatura,Sim,Nenhum,2.6,Pendente
423.165.879-09,Yuri Oliveira,SAC-3757,Elogio,E-mail,3.0,3,PROTO-2025-02-2868,28/03/2025 06:41,1.1,TV por Assinatura,Sim,Financeiro,4.1,Finalizado
624.790.318-96,Valentina Dias,SAC-9515,Elogio,WhatsApp,10.5,5,PROTO-2025-04-4877,02/04/2025 08:56,2.5,TV por Assinatura,Sim,Financeiro,3.1,Pendente
601.345.798-01,Vitor Gabriel Cavalcante,SAC-4378,Elogio,Telefone,3.9,1,PROTO-2025-01-3110,04/04/2025 12:52,2.9,TV por Assinatura,Não,Técnico,1.7,Finalizado
768.501.423-80,Ana Cecília Aparecida,SAC-6190,Reclamação,WhatsApp,3.7,5,PROTO-2025-01-4333,19/01/2025 07:32,8.2,Telefonia,Sim,Técnico,2.7,Reaberto
245.819.036-70,Sr. Paulo Siqueira,SAC-3428,Solicitação,Chat,8.9,5,PROTO-2025-04-2403,03/03/2025 11:43,0.8,TV por Assinatura,Não,Financeiro,3.1,Pendente
507.284.963-56,Dom da Mota,SAC-3389,Reclamação,Telefone,6.3,5,PROTO-2025-02-2298,27/03/2025 18:42,1.4,TV por Assinatura,Não,Técnico,2.1,Pendente
034.597.281-32,Benicio Pimenta,SAC-5908,Solicitação,WhatsApp,5.8,1,PROTO-2025-01-1490,28/02/2025 02:38,3.6,TV por Assinatura,Não,Comercial,1.7,Finalizado
496.850.327-00,Vinicius Carvalho,SAC-8543,Reclamação,E-mail,7.8,1,PROTO-2025-02-5813,18/01/2025 04:32,1.2,Internet,Não,Nenhum,3.2,Finalizado
865.109.437-00,Lucca Aragão,SAC-5324,Solicitação,Chat,8.9,4,PROTO-2025-04-5753,15/01/2025 16:44,2.8,TV por Assinatura,Não,Técnico,0.6,Pendente
359.867.041-93,Léo Monteiro,SAC-4754,Solicitação,WhatsApp,12.5,2,PROTO-2025-04-4994,05/04/2025 02:03,8.6,Planos,Não,Financeiro,4.3,Pendente
635.948.127-82,Calebe Silva,SAC-1502,Elogio,Chat,12.9,3,PROTO-2025-01-2775,22/02/2025 07:51,2.1,Internet,Sim,Técnico,4.4,Reaberto
813.562.947-82,Ana Lívia Rezende,SAC-3613,Dúvida,Chat,9.9,2,PROTO-2025-04-4835,26/01/2025 14:11,8.9,TV por Assinatura,Não,Comercial,4.7,Reaberto
309.684.752-56,Nicole da Mata,SAC-6192,Dúvida,E-mail,9.0,1,PROTO-2025-02-7401,03/03/2025 22:54,3.8,TV por Assinatura,Sim,Comercial,3.3,Reaberto
026.954.137-34,Anna Liz Silveira,SAC-5213,Dúvida,WhatsApp,5.3,5,PROTO-2025-01-3976,19/03/2025 10:32,7.0,Telefonia,Sim,Técnico,3.7,Pendente
510.847.932-88,Davi Lucca da Rocha,SAC-3854,Solicitação,E-mail,5.6,5,PROTO-2025-01-7031,06/02/2025 20:28,9.6,TV por Assinatura,Sim,Comercial,1.2,Finalizado
032.817.645-17,Heitor Azevedo,SAC-8087,Elogio,WhatsApp,8.4,1,PROTO-2025-01-3361,05/01/2025 23:28,6.7,TV por Assinatura,Sim,Nenhum,4.8,Finalizado
743.896.502-38,Igor Câmara,SAC-5615,Solicitação,Telefone,11.9,5,PROTO-2025-01-3540,02/01/2025 17:49,1.6,Telefonia,Sim,Financeiro,0.5,Finalizado
618.453.270-71,Matteo Azevedo,SAC-1669,Elogio,Telefone,7.4,1,PROTO-2025-01-9351,19/02/2025 03:06,2.4,Internet,Não,Financeiro,2.7,Finalizado
431.260.789-31,Maya Aragão,SAC-2878,Elogio,Telefone,14.0,3,PROTO-2025-02-5797,07/04/2025 21:52,6.5,Telefonia,Sim,Nenhum,2.6,Reaberto
967.504.321-07,Ian Almeida,SAC-4387,Solicitação,WhatsApp,3.6,2,PROTO-2025-04-5718,24/01/2025 14:51,5.1,Planos,Não,Financeiro,2.9,Reaberto
475.169.083-39,Emilly Nunes,SAC-6444,Solicitação,WhatsApp,4.9,1,PROTO-2025-03-1041,19/03/2025 16:33,4.3,Planos,Sim,Financeiro,1.0,Pendente
370.598.261-30,Clarice Oliveira,SAC-3745,Solicitação,Chat,9.0,5,PROTO-2025-01-4103,26/03/2025 05:03,7.4,Internet,Sim,Nenhum,3.7,Finalizado
320.957.481-23,Dra. Natália Cardoso,SAC-1310,Reclamação,Telefone,9.5,2,PROTO-2025-02-1217,13/02/2025 05:52,0.7,Telefonia,Sim,Nenhum,3.7,Reaberto
506.273.981-03,Srta. Laís Barros,SAC-6391,Elogio,E-mail,7.3,1,PROTO-2025-02-1410,25/02/2025 16:22,6.8,Telefonia,Sim,Comercial,2.9,Pendente
980.456.723-74,Fernanda Andrade,SAC-4301,Elogio,Telefone,5.6,4,PROTO-2025-03-6538,07/02/2025 15:39,9.9,Telefonia,Não,Financeiro,2.8,Pendente
950.642.138-24,Agatha Marques,SAC-1417,Elogio,Chat,5.4,1,PROTO-2025-04-5876,06/02/2025 16:11,7.2,TV por Assinatura,Sim,Financeiro,0.6,Pendente
056.894.321-05,Ana Clara Cavalcanti,SAC-4472,Elogio,Telefone,6.4,3,PROTO-2025-01-8436,11/04/2025 08:16,6.9,TV por Assinatura,Não,Nenhum,4.2,Reaberto
760.942.351-34,Maria Sophia Campos,SAC-1900,Elogio,Chat,6.6,3,PROTO-2025-04-6962,22/02/2025 07:52,9.4,Planos,Não,Comercial,0.6,Pendente
930.164.528-98,Júlia Câmara,SAC-3380,Reclamação,Chat,14.1,3,PROTO-2025-01-8969,09/02/2025 12:47,7.9,TV por Assinatura,Não,Nenhum,3.0,Finalizado
562.931.078-02,Gael Henrique Almeida,SAC-2571,Solicitação,Telefone,6.8,1,PROTO-2025-03-8376,13/01/2025 18:56,5.3,Internet,Sim,Técnico,4.4,Pendente
913.870.524-97,Levi Albuquerque,SAC-5688,Solicitação,WhatsApp,4.7,5,PROTO-2025-01-2056,06/01/2025 15:37,9.0,Planos,Sim,Comercial,3.5,Reaberto
057.348.619-01,Maria Abreu,SAC-1620,Elogio,WhatsApp,5.3,1,PROTO-2025-02-9154,21/03/2025 02:05,4.1,Internet,Não,Financeiro,4.2,Finalizado
241.396.705-25,Daniel Vieira,SAC-3089,Elogio,WhatsApp,10.4,1,PROTO-2025-03-3019,23/03/2025 21:56,8.9,Planos,Sim,Nenhum,2.4,Pendente
028.169.453-24,Maria Vitória Pereira,SAC-7288,Solicitação,Chat,10.2,5,PROTO-2025-02-6387,14/02/2025 08:08,6.8,TV por Assinatura,Não,Financeiro,3.2,Pendente
561.029.487-85,André Dias,SAC-4396,Reclamação,E-mail,13.0,2,PROTO-2025-01-3961,28/02/2025 16:34,2.3,Planos,Não,Comercial,1.1,Reaberto
713.024.896-31,Lucas Costela,SAC-9818,Elogio,Telefone,7.9,5,PROTO-2025-03-4279,18/01/2025 14:17,2.9,Telefonia,Sim,Nenhum,4.0,Pendente
573.028.149-88,Caio Ribeiro,SAC-8232,Dúvida,WhatsApp,4.4,3,PROTO-2025-02-4677,24/01/2025 14:34,3.7,Internet,Não,Nenhum,1.5,Pendente
569.380.721-59,Felipe Oliveira,SAC-8974,Reclamação,E-mail,4.3,2,PROTO-2025-04-8149,02/04/2025 03:19,8.9,TV por Assinatura,Sim,Nenhum,0.5,Finalizado
379.524.680-65,Fernando Moraes,SAC-6380,Dúvida,Telefone,11.4,3,PROTO-2025-04-5948,31/01/2025 15:21,10.0,Telefonia,Não,Comercial,4.4,Finalizado
495.721.380-14,Davi Araújo,SAC-3808,Solicitação,Chat,11.6,1,PROTO-2025-03-2314,21/03/2025 05:30,5.4,TV por Assinatura,Não,Técnico,4.8,Finalizado
948.760.135-00,Alana Martins,SAC-7244,Reclamação,Chat,8.7,5,PROTO-2025-03-6917,19/02/2025 17:56,9.1,Planos,Não,Financeiro,1.9,Pendente
710.694.823-31,Augusto Duarte,SAC-6585,Elogio,Telefone,4.8,4,PROTO-2025-02-9221,13/04/2025 23:38,5.1,Telefonia,Sim,Comercial,4.1,Pendente
248.365.971-37,Vitória Souza,SAC-2610,Elogio,Chat,5.8,4,PROTO-2025-03-3994,23/02/2025 21:27,4.9,Internet,Não,Comercial,0.5,Finalizado
039.147.625-43,Srta. Ana Moraes,SAC-6338,Solicitação,Telefone,5.7,1,PROTO-2025-01-2536,07/04/2025 07:24,7.2,Telefonia,Sim,Técnico,4.7,Finalizado
913.872.406-50,Rafaela Barros,SAC-5342,Solicitação,Chat,5.8,1,PROTO-2025-03-2240,03/04/2025 16:46,2.7,TV por Assinatura,Sim,Nenhum,2.5,Finalizado
978.365.210-95,Sra. Eduarda Souza,SAC-3785,Elogio,Telefone,7.3,1,PROTO-2025-03-9809,27/02/2025 07:31,4.1,Planos,Não,Nenhum,0.9,Reaberto
832.547.601-07,Dr. Erick Cardoso,SAC-3214,Reclamação,WhatsApp,12.4,1,PROTO-2025-04-9101,16/03/2025 06:07,3.8,Internet,Sim,Técnico,1.4,Reaberto
567.943.821-64,Sra. Maria Sophia da Luz,SAC-4493,Dúvida,Chat,7.0,2,PROTO-2025-01-8299,23/02/2025 06:52,3.1,Internet,Não,Nenhum,2.0,Pendente
174.932.605-16,Manuela da Rocha,SAC-5719,Solicitação,Telefone,6.2,3,PROTO-2025-03-8264,11/03/2025 09:13,8.0,Internet,Sim,Nenhum,3.5,Reaberto
678.325.410-08,Sr. Miguel Santos,SAC-1789,Elogio,E-mail,4.5,1,PROTO-2025-01-8278,04/03/2025 10:32,0.7,Planos,Sim,Comercial,3.2,Reaberto
869.714.250-49,Lívia da Cruz,SAC-9520,Elogio,WhatsApp,9.2,3,PROTO-2025-02-8238,10/01/2025 18:25,8.9,Planos,Não,Nenhum,4.3,Reaberto
671.953.824-19,Dra. Manuela Carvalho,SAC-6448,Elogio,WhatsApp,13.1,2,PROTO-2025-03-7217,22/02/2025 21:49,8.5,Telefonia,Sim,Financeiro,1.2,Finalizado
672.083.954-38,Dom Albuquerque,SAC-7546,Dúvida,Telefone,7.3,4,PROTO-2025-01-8730,23/01/2025 04:38,4.3,Telefonia,Sim,Comercial,0.8,Reaberto
106.879.452-67,Davi Melo,SAC-3698,Dúvida,E-mail,9.7,1,PROTO-2025-01-2974,22/01/2025 02:26,8.8,Planos,Não,Nenhum,4.9,Pendente
293.651.804-06,Anthony Costela,SAC-9162,Solicitação,Chat,5.2,5,PROTO-2025-04-5761,17/03/2025 13:16,5.5,Telefonia,Não,Financeiro,1.3,Pendente
193.647.825-00,Maria Laura da Costa,SAC-8277,Elogio,WhatsApp,3.6,4,PROTO-2025-04-3431,08/01/2025 02:50,5.8,TV por Assinatura,Sim,Comercial,0.8,Reaberto
806.351.942-60,Bruna Camargo,SAC-1025,Reclamação,Chat,11.8,1,PROTO-2025-02-2454,07/04/2025 18:16,6.2,Internet,Não,Nenhum,4.9,Finalizado
056.289.143-98,Melina Câmara,SAC-1534,Solicitação,Telefone,5.3,3,PROTO-2025-04-3336,06/03/2025 01:57,5.4,Telefonia,Sim,Comercial,1.6,Reaberto
906.481.573-93,Luiz Miguel Cirino,SAC-2059,Elogio,Chat,8.6,3,PROTO-2025-02-5978,02/01/2025 11:18,9.7,Telefonia,Não,Nenhum,3.4,Pendente
